Imagen,Homogeneidad,Contraste,Energia,Correlacion,Disimilaridad,ASM,Clase
bubbly_0053.jpg,0.143518525,555.3451977,0.017526266,0.871610606,14.07255227,0.000308812,0
bubbly_0053.jpg,0.29953014,389.6605138,0.168314403,0.950512118,10.58597112,0.028330057,0
bubbly_0053.jpg,0.163242915,595.529067,0.029479996,0.881507913,14.07773757,0.000873641,0
bubbly_0053.jpg,0.299688922,389.6886895,0.168345737,0.95040166,10.58169113,0.028340608,0
bubbly_0054.jpg,0.051936738,827.4884432,0.009500363,0.71040812,21.66320936,9.04E-05,0
bubbly_0054.jpg,0.220116087,455.3591075,0.167261256,0.90370008,14.58995511,0.027976621,0
bubbly_0054.jpg,0.052762679,874.5164385,0.009742536,0.699864444,21.99166741,9.57E-05,0
bubbly_0054.jpg,0.220112906,455.7466596,0.167280552,0.903401619,14.59614055,0.027983077,0
bubbly_0055.jpg,0.461578664,249.0318234,0.076570036,0.802115297,6.573888486,0.005870532,0
bubbly_0055.jpg,0.589884776,206.091813,0.18187046,0.984158076,4.96640042,0.03307866,0
bubbly_0055.jpg,0.461232898,319.0074969,0.07645174,0.764754732,6.882564674,0.005852454,0
bubbly_0055.jpg,0.589622522,206.3637789,0.181871306,0.984139507,4.973031281,0.033078966,0
bubbly_0056.jpg,0.114379329,296.3735045,0.016130266,0.799401839,12.13045016,0.000261557,0
bubbly_0056.jpg,0.26242685,205.1826537,0.168479296,0.963260969,8.973652742,0.028385508,0
bubbly_0056.jpg,0.121382508,360.0163527,0.018321429,0.80051704,12.43545748,0.000338489,0
bubbly_0056.jpg,0.262352055,205.2222043,0.168487293,0.963217548,8.977595181,0.028388203,0
bubbly_0059.jpg,0.061582147,1051.748457,0.009005249,0.815913936,23.80862566,8.14E-05,0
bubbly_0059.jpg,0.218664227,572.493891,0.165418331,0.914694743,16.31747412,0.027363669,0
bubbly_0059.jpg,0.089978137,1064.440548,0.033782879,0.825362629,23.44704668,0.001148204,0
bubbly_0059.jpg,0.219295918,568.9837448,0.165451272,0.914804486,16.25751149,0.027374569,0
bubbly_0060.jpg,0.409065773,57.6779212,0.04488137,0.957292748,3.905684323,0.002032861,0
bubbly_0060.jpg,0.529905726,71.92212805,0.174923656,0.987273964,3.28261572,0.03059897,0
bubbly_0060.jpg,0.470855282,73.94491831,0.08657169,0.979367961,3.630948128,0.007504124,0
bubbly_0060.jpg,0.524256169,73.67583212,0.174830904,0.987056514,3.370573154,0.030566519,0
bubbly_0061.jpg,0.125498189,899.0291222,0.020329453,0.76178086,18.17517528,0.000414573,0
bubbly_0061.jpg,0.291692915,623.0849827,0.167046341,0.949901319,13.44711966,0.027904965,0
bubbly_0061.jpg,0.177384724,554.9032148,0.02724902,0.854553349,13.91245137,0.000746725,0
bubbly_0061.jpg,0.291222353,624.5655924,0.167054608,0.949773366,13.46507327,0.027907723,0
bubbly_0063.jpg,0.319560497,250.791158,0.036588728,0.950092155,8.286295644,0.001347529,0
bubbly_0063.jpg,0.446399825,151.7248846,0.173561731,0.976114281,5.769816794,0.030124302,0
bubbly_0063.jpg,0.410572458,136.1324055,0.111621795,0.977675972,5.794625332,0.012465008,0
bubbly_0063.jpg,0.450793926,160.5797564,0.173614413,0.975856397,5.89361512,0.030142572,0
bubbly_0064.jpg,0.194126,268.5003171,0.016357665,0.94949079,8.769020164,0.00026884,0
bubbly_0064.jpg,0.338954481,183.3110558,0.169682425,0.972092651,6.823023201,0.028792297,0
bubbly_0064.jpg,0.194341603,276.9689371,0.016411545,0.948012892,8.838428829,0.000270769,0
bubbly_0064.jpg,0.339082169,183.1642277,0.169688012,0.972096238,6.818986904,0.028794193,0
bubbly_0066.jpg,0.256823459,211.637978,0.03648188,0.925660315,8.575738176,0.001336528,0
bubbly_0066.jpg,0.346680157,153.2310064,0.171446425,0.968060167,7.019734389,0.029394174,0
bubbly_0066.jpg,0.307745086,136.0936455,0.083232403,0.963999931,6.92108755,0.006931465,0
bubbly_0066.jpg,0.354477596,148.2177371,0.1715752,0.968644059,6.859709483,0.029438353,0
bubbly_0067.jpg,0.295098852,777.9121432,0.025526128,0.916942043,13.18223779,0.000653391,0
bubbly_0067.jpg,0.440481656,400.2185211,0.191252835,0.953711399,8.88774181,0.036578399,0
bubbly_0067.jpg,0.451496067,616.5693587,0.222665303,0.93975535,10.09605794,0.049584112,0
bubbly_0067.jpg,0.463666723,354.5406422,0.191571668,0.96416469,7.911252992,0.036700469,0
bubbly_0069.jpg,0.114309483,411.8412647,0.0117769,0.918205558,13.00558423,0.000139287,0
bubbly_0069.jpg,0.275666598,257.5268858,0.169438052,0.968393825,9.377830504,0.028709399,0
bubbly_0069.jpg,0.153782636,415.5242087,0.046656839,0.931427592,12.61998585,0.002178872,0
bubbly_0069.jpg,0.275211599,260.0750748,0.169441855,0.968089629,9.425347388,0.028710687,0
bubbly_0070.jpg,0.196085876,438.6557845,0.038795256,0.834652521,13.76482504,0.001509457,0
bubbly_0070.jpg,0.288025578,335.0857754,0.167490532,0.974068181,10.52782794,0.02805345,0
bubbly_0070.jpg,0.19610454,523.7799804,0.038720207,0.810524583,14.11796186,0.001503626,0
bubbly_0070.jpg,0.288179773,335.3243913,0.167518373,0.974040481,10.53332158,0.028062777,0
bubbly_0071.jpg,0.413113093,278.1813901,0.209997515,0.894145025,7.633050853,0.044159637,0
bubbly_0071.jpg,0.489602244,163.9296965,0.282913136,0.929696524,5.625517331,0.080046084,0
bubbly_0071.jpg,0.475477795,255.9519774,0.29401866,0.900085937,6.96319805,0.086491205,0
bubbly_0071.jpg,0.491122294,163.1854801,0.291675144,0.927953206,5.613174669,0.085082657,0
bubbly_0073.jpg,0.425109782,130.6790246,0.066230419,0.959004288,5.283865163,0.004405949,0
bubbly_0073.jpg,0.550912505,101.1545473,0.19080595,0.980188717,4.004186802,0.036407869,0
bubbly_0073.jpg,0.568793508,88.69661433,0.197234902,0.981193281,3.782372334,0.038907486,0
bubbly_0073.jpg,0.554572963,102.7762627,0.190194073,0.978544664,4.017659305,0.036174709,0
bubbly_0074.jpg,0.250187065,545.0248048,0.105436836,0.891487583,13.27891827,0.011119063,0
bubbly_0074.jpg,0.395740475,278.7073047,0.224100935,0.970113207,8.418074116,0.050221768,0
bubbly_0074.jpg,0.489748446,180.6675804,0.333960141,0.982910828,6.363541366,0.111531699,0
bubbly_0074.jpg,0.386059191,280.3066813,0.224978308,0.968997735,8.589336031,0.050615915,0
bubbly_0075.jpg,0.372252371,184.5278732,0.103119802,0.967885533,6.314683529,0.010643419,0
bubbly_0075.jpg,0.508084108,122.05068,0.227101865,0.990866053,4.480793549,0.051575996,0
bubbly_0075.jpg,0.556969221,171.3521652,0.33781179,0.988695076,4.887298276,0.114118696,0
bubbly_0075.jpg,0.512456024,121.6523247,0.230462446,0.990757265,4.515409348,0.053113858,0
bubbly_0076.jpg,0.304650781,37.86141366,0.027563901,0.991385601,3.848415368,0.000765215,0
bubbly_0076.jpg,0.415159406,94.93322888,0.169956878,0.992316765,3.552215458,0.028886024,0
bubbly_0076.jpg,0.346820837,154.7888003,0.089994114,0.982022069,4.294631264,0.008105315,0
bubbly_0076.jpg,0.413887972,92.55882458,0.169927042,0.992478527,3.568031989,0.028875865,0
bubbly_0077.jpg,0.146909564,139.1544463,0.019093576,0.922457097,8.413208364,0.000365888,0
bubbly_0077.jpg,0.304597487,112.2441631,0.169143562,0.985943399,6.207647445,0.028609843,0
bubbly_0077.jpg,0.19255749,195.7373833,0.058081897,0.952958443,8.446792105,0.003376968,0
bubbly_0077.jpg,0.304561395,112.1284433,0.169155019,0.985914354,6.211591989,0.028613719,0
bubbly_0078.jpg,0.204253798,113.6220054,0.023293517,0.940418873,6.844520373,0.000545362,0
bubbly_0078.jpg,0.351844728,100.8718953,0.168556182,0.98747698,5.211735414,0.028411566,0
bubbly_0078.jpg,0.247920604,96.09765834,0.029484703,0.961968243,5.638873457,0.000874652,0
bubbly_0078.jpg,0.352616928,100.3611164,0.168580555,0.987512478,5.187822701,0.028419785,0
bubbly_0079.jpg,0.141737661,118.6383536,0.021756963,0.865490485,7.879191004,0.000475398,0
bubbly_0079.jpg,0.310699263,111.4348585,0.170642286,0.987596648,5.582822999,0.029119161,0
bubbly_0079.jpg,0.20806997,206.1652955,0.081111396,0.959667316,7.827978848,0.006583073,0
bubbly_0079.jpg,0.310364827,110.9559225,0.170634325,0.987688933,5.58004154,0.02911644,0
bubbly_0080.jpg,0.121971783,408.9416529,0.01699189,0.95772823,13.12489068,0.000289855,0
bubbly_0080.jpg,0.288806455,218.4629184,0.167994371,0.983760014,8.388066047,0.028222325,0
bubbly_0080.jpg,0.133272513,482.2818317,0.021368294,0.952398172,13.33412121,0.000460065,0
bubbly_0080.jpg,0.288237351,220.1792787,0.167993616,0.983645404,8.426309234,0.028222071,0
bubbly_0082.jpg,0.298937363,239.1568803,0.025680697,0.934912205,8.174983048,0.000663528,0
bubbly_0082.jpg,0.418072217,145.7274614,0.168168188,0.964564077,5.976507981,0.028281098,0
bubbly_0082.jpg,0.345772132,247.3929238,0.074653789,0.939768775,7.831288704,0.00558028,0
bubbly_0082.jpg,0.406517223,161.7947548,0.168007377,0.962330783,6.333939567,0.028227016,0
bubbly_0083.jpg,0.08906217,500.083789,0.012222741,0.882643125,15.05668475,0.000150112,0
bubbly_0083.jpg,0.250001802,336.0390022,0.168537441,0.953148136,11.26452761,0.028405112,0
bubbly_0083.jpg,0.138549159,522.2295866,0.056506358,0.903563288,14.59397636,0.003196244,0
bubbly_0083.jpg,0.250270518,336.2163185,0.168557035,0.952576241,11.25444127,0.028411717,0
bubbly_0084.jpg,0.060086537,1116.170876,0.008533603,0.779176134,23.59598946,7.30E-05,0
bubbly_0084.jpg,0.228188553,714.3928415,0.166161846,0.909017619,16.9882095,0.027610218,0
bubbly_0084.jpg,0.101886375,1171.495492,0.046001236,0.808801008,23.22499498,0.00212311,0
bubbly_0084.jpg,0.227610096,718.2772136,0.166202686,0.90799225,17.06324645,0.027623792,0
bubbly_0086.jpg,0.124112897,505.560353,0.016549865,0.869057571,14.17197733,0.00027477,0
bubbly_0086.jpg,0.284604164,320.7911756,0.16726065,0.950799557,10.1789309,0.027976584,0
bubbly_0086.jpg,0.196152361,279.9877847,0.046130344,0.936567802,10.25495252,0.002134881,0
bubbly_0086.jpg,0.285606749,320.6226318,0.167305201,0.950467561,10.14528063,0.027991489,0
bubbly_0087.jpg,0.144048664,408.6758454,0.016337802,0.843639338,12.26032756,0.000268057,0
bubbly_0087.jpg,0.291939262,241.2517295,0.170206064,0.94206527,8.756506029,0.028970612,0
bubbly_0087.jpg,0.234147734,397.8384666,0.110562151,0.894523738,11.35381564,0.012229741,0
bubbly_0087.jpg,0.294002255,235.8679776,0.170221615,0.94356937,8.648708485,0.028975904,0
bubbly_0089.jpg,0.196153469,562.5579575,0.035659598,0.84274766,13.27730794,0.001277557,0
bubbly_0089.jpg,0.35328651,427.9371492,0.172510204,0.967743172,10.16838616,0.029760319,0
bubbly_0089.jpg,0.292043276,386.0665937,0.081275139,0.951506114,10.36030794,0.006611496,0
bubbly_0089.jpg,0.354118481,427.431993,0.172507609,0.967663411,10.16700385,0.029759414,0
bubbly_0090.jpg,0.129808826,261.8846777,0.013539484,0.911539709,10.96683644,0.000184004,0
bubbly_0090.jpg,0.289320708,188.0732924,0.170663229,0.981524841,7.92693241,0.029126198,0
bubbly_0090.jpg,0.245269075,149.9459739,0.093992612,0.979193022,7.363683776,0.00883781,0
bubbly_0090.jpg,0.288121479,186.3583097,0.170670227,0.98139417,7.9321733,0.029128585,0
bubbly_0091.jpg,0.090581065,597.7451126,0.011854371,0.824117318,16.7846458,0.000141236,0
bubbly_0091.jpg,0.271375805,406.7145166,0.190459769,0.950495646,12.32048901,0.036275435,0
bubbly_0091.jpg,0.31441314,534.263475,0.245736306,0.943371094,13.19232458,0.060389828,0
bubbly_0091.jpg,0.272826162,405.692476,0.190495551,0.950197112,12.29227826,0.036289065,0
bubbly_0092.jpg,0.347870942,112.9239836,0.024826957,0.962377031,5.378506616,0.000627256,0
bubbly_0092.jpg,0.466950855,102.9345173,0.168145322,0.984293855,4.363667422,0.028273262,0
bubbly_0092.jpg,0.37013271,183.1289827,0.040529718,0.949748546,5.685075218,0.001649531,0
bubbly_0092.jpg,0.467544084,102.886316,0.168189108,0.984254334,4.359942492,0.028287992,0
bubbly_0093.jpg,0.543684331,178.8931135,0.173555433,0.990864549,4.189446217,0.030137653,0
bubbly_0093.jpg,0.626689545,139.7400055,0.225369158,0.992458483,3.366926755,0.05079253,0
bubbly_0093.jpg,0.58777219,214.7855365,0.19383869,0.98881655,4.074513868,0.037588621,0
bubbly_0093.jpg,0.628811821,138.9303,0.224568523,0.992528842,3.3431755,0.050432343,0
bubbly_0095.jpg,0.175354024,1932.463583,0.070744286,0.568160395,22.80951692,0.005005655,0
bubbly_0095.jpg,0.311755213,910.2531737,0.176304139,0.712170227,14.69741204,0.031085285,0
bubbly_0095.jpg,0.231836542,718.3622941,0.063121783,0.763821495,14.44436799,0.003999852,0
bubbly_0095.jpg,0.312420882,902.9523134,0.176224549,0.710379432,14.63210649,0.031057177,0
bubbly_0096.jpg,0.09856984,475.5028979,0.019297272,0.501477886,15.02605247,0.00037294,0
bubbly_0096.jpg,0.26982345,196.1258203,0.170932657,0.920228217,8.983563605,0.029218403,0
bubbly_0096.jpg,0.223462412,127.6678068,0.097759215,0.925167742,7.715691669,0.009561996,0
bubbly_0096.jpg,0.269474836,198.2561531,0.17094136,0.919814384,9.029636907,0.029221376,0
bubbly_0097.jpg,0.101774138,921.8473065,0.019517144,0.505349234,19.75172464,0.000381512,0
bubbly_0097.jpg,0.26864213,409.154031,0.167074973,0.900410439,12.07045386,0.027914505,0
bubbly_0097.jpg,0.151361094,292.7900243,0.025391817,0.765802242,11.178307,0.000647522,0
bubbly_0097.jpg,0.2685376,407.6641593,0.167090981,0.900709439,12.06430132,0.027919852,0
bubbly_0100.jpg,0.225076783,2089.395943,0.0235573,0.800293907,24.05078971,0.000561974,0
bubbly_0100.jpg,0.352816002,1147.098715,0.169948871,0.890315488,16.85464205,0.028883178,0
bubbly_0100.jpg,0.245822036,2110.906854,0.043912491,0.804673305,23.7891409,0.001937776,0
bubbly_0100.jpg,0.353089903,1151.911848,0.169963828,0.889707619,16.89753901,0.028888257,0
bubbly_0101.jpg,0.722643308,28.14935271,0.115250534,0.985540379,1.856646968,0.013297491,0
bubbly_0101.jpg,0.772586305,23.32377312,0.198917827,0.990357086,1.540220181,0.039569056,0
bubbly_0101.jpg,0.735032425,26.63994462,0.132169387,0.988375135,1.783428208,0.017479664,0
bubbly_0101.jpg,0.765718547,24.15350796,0.196767885,0.990303222,1.593747258,0.038718272,0
bubbly_0102.jpg,0.102392687,814.5722122,0.013739638,0.822173644,17.16412871,0.000189218,0
bubbly_0102.jpg,0.274873197,481.8807281,0.168910695,0.924145408,11.79422594,0.028531202,0
bubbly_0102.jpg,0.174687139,811.2792802,0.085542196,0.858626574,16.41081415,0.00732217,0
bubbly_0102.jpg,0.276430344,471.090315,0.168924444,0.926450037,11.62776931,0.028535847,0
bubbly_0103.jpg,0.468754075,20.1739852,0.036517734,0.992706207,2.384019686,0.001344077,0
bubbly_0103.jpg,0.554028444,36.02585705,0.173734674,0.995253302,2.189567734,0.030184322,0
bubbly_0103.jpg,0.522119285,30.08376309,0.086617625,0.994411428,2.28240715,0.007507629,0
bubbly_0103.jpg,0.552617956,37.16200448,0.173666634,0.995164934,2.224270177,0.030160664,0
bubbly_0104.jpg,0.366775519,81.02030099,0.060973788,0.907024248,5.354755248,0.003735401,0
bubbly_0104.jpg,0.46146827,118.2880021,0.186180473,0.989751192,4.360383337,0.034664054,0
bubbly_0104.jpg,0.477945512,188.9328969,0.19516317,0.984038692,5.036408244,0.038095865,0
bubbly_0104.jpg,0.457634723,124.5077763,0.186459623,0.989223684,4.535774245,0.0347681,0
bubbly_0105.jpg,0.082234924,817.7532685,0.009127649,0.867113035,19.07422916,8.37E-05,0
bubbly_0105.jpg,0.276390775,503.6640605,0.200204211,0.939262681,13.34510914,0.040081968,0
bubbly_0105.jpg,0.355980329,376.1654132,0.27933973,0.956840973,10.9423921,0.078032073,0
bubbly_0105.jpg,0.27848598,494.134562,0.200208589,0.941445373,13.10295059,0.04008372,0
bubbly_0106.jpg,0.269715792,444.5523083,0.027213126,0.895501974,11.36674103,0.000743914,0
bubbly_0106.jpg,0.388745456,285.1474194,0.167605403,0.949515065,8.563761939,0.028092125,0
bubbly_0106.jpg,0.269694588,459.7780096,0.027190748,0.892177693,11.5074767,0.00074286,0
bubbly_0106.jpg,0.388936906,284.624918,0.167641922,0.949602024,8.554675719,0.028104368,0
bubbly_0107.jpg,0.162770862,142.3769938,0.019936487,0.917833467,7.877975395,0.00039995,0
bubbly_0107.jpg,0.32339267,102.7166242,0.168029066,0.978072621,5.68770649,0.028234181,0
bubbly_0107.jpg,0.201461366,171.6426116,0.051477535,0.934734201,7.829332906,0.002654964,0
bubbly_0107.jpg,0.323712531,101.9115268,0.168056792,0.978440435,5.652195367,0.028243502,0
bubbly_0108.jpg,0.432325906,711.7890945,0.042446906,0.805547681,12.6780066,0.001812033,0
bubbly_0108.jpg,0.562662936,293.8400112,0.206296576,0.969073336,7.123049167,0.042558637,0
bubbly_0108.jpg,0.588847265,611.0241703,0.291144117,0.948826412,10.05406271,0.084766818,0
bubbly_0108.jpg,0.566860896,297.022664,0.206253739,0.968611657,7.118589528,0.042540961,0
bubbly_0109.jpg,0.481810179,448.461966,0.206076326,0.884211401,9.61308769,0.042478945,0
bubbly_0109.jpg,0.574667955,281.3522469,0.275490387,0.925780869,7.131693305,0.075895669,0
bubbly_0109.jpg,0.620353019,205.5241482,0.319686693,0.943994647,5.86142104,0.102205265,0
bubbly_0109.jpg,0.565632172,277.0772236,0.243271963,0.926711475,7.112867554,0.059181774,0
bubbly_0110.jpg,0.124632196,153.0787104,0.014717693,0.947936736,8.923535665,0.000218081,0
bubbly_0110.jpg,0.30824028,137.4701586,0.198552533,0.989335341,6.613340612,0.039423373,0
bubbly_0110.jpg,0.361174097,183.3386005,0.270067917,0.988032903,6.840492206,0.072938114,0
bubbly_0110.jpg,0.306652696,141.7979997,0.198528432,0.989097853,6.732012327,0.039413803,0
bubbly_0111.jpg,0.359845286,251.5471219,0.047977393,0.875687784,8.845277942,0.002313085,0
bubbly_0111.jpg,0.481021073,152.4441941,0.218749781,0.973545783,6.114592817,0.04785199,0
bubbly_0111.jpg,0.57172814,205.1676615,0.3325256,0.970568943,6.157392928,0.110575178,0
bubbly_0111.jpg,0.481622581,151.1983444,0.219847268,0.973040556,6.080768507,0.048333329,0
bubbly_0112.jpg,0.756379411,23.50451788,0.096196618,0.979714922,1.416371298,0.009275574,0
bubbly_0112.jpg,0.787714553,36.24445645,0.189678454,0.992190923,1.40018531,0.035978529,0
bubbly_0112.jpg,0.777447862,32.58440324,0.118335567,0.988759702,1.399865833,0.014016608,0
bubbly_0112.jpg,0.788820105,34.47706049,0.189429117,0.992442536,1.363795918,0.035883923,0
bubbly_0113.jpg,0.217467498,345.9172569,0.015129854,0.939239174,10.61734891,0.0002308,0
bubbly_0113.jpg,0.349545527,235.6405025,0.191259016,0.974773097,7.820871512,0.03658045,0
bubbly_0113.jpg,0.377124861,414.0960702,0.246154402,0.960441204,9.884088242,0.060594928,0
bubbly_0113.jpg,0.359928664,232.6354655,0.191316103,0.976341884,7.568659981,0.036602293,0
bubbly_0114.jpg,0.278002903,411.636884,0.056618173,0.964883882,11.66323007,0.003212445,0
bubbly_0114.jpg,0.361745044,285.7425386,0.171363483,0.979234578,8.984035094,0.029365907,0
bubbly_0114.jpg,0.279533177,525.7934172,0.05656814,0.956134964,12.2539464,0.00320835,0
bubbly_0114.jpg,0.362276503,285.338832,0.171140737,0.979222046,8.982968505,0.029289618,0
bubbly_0115.jpg,0.096198189,1291.607304,0.010286073,0.702901946,24.40575648,0.000106296,0
bubbly_0115.jpg,0.290491538,680.0804886,0.215517193,0.905880404,15.99565934,0.046448182,0
bubbly_0115.jpg,0.377494181,948.6947304,0.330780328,0.890446364,17.56861449,0.109417912,0
bubbly_0115.jpg,0.286321204,672.9857504,0.215534683,0.904720315,15.93810912,0.046455723,0
bubbly_0116.jpg,0.395598093,167.7175452,0.037197289,0.94324228,6.637841269,0.001388407,0
bubbly_0116.jpg,0.475141025,151.2495324,0.170777221,0.986229001,5.54653819,0.029165202,0
bubbly_0116.jpg,0.41414759,132.6615958,0.053178721,0.974559986,5.663516231,0.002833954,0
bubbly_0116.jpg,0.476933835,149.5659545,0.170788493,0.986421461,5.481987323,0.029169057,0
bubbly_0117.jpg,0.591750446,136.0988379,0.08463543,0.979253872,4.147950733,0.007190721,0
bubbly_0117.jpg,0.66087147,121.9122174,0.179951845,0.981788391,3.533603637,0.032383777,0
bubbly_0117.jpg,0.598561487,167.7525464,0.085528886,0.97442104,4.355959118,0.007341717,0
bubbly_0117.jpg,0.661793074,121.2026803,0.180222005,0.981735474,3.508525972,0.032481061,0
bubbly_0118.jpg,0.12207308,364.4774961,0.011942034,0.900763967,12.72180786,0.000143357,0
bubbly_0118.jpg,0.31641417,243.3071416,0.215573606,0.961512273,9.236654964,0.046472515,0
bubbly_0118.jpg,0.408122759,288.8179932,0.330815022,0.959375107,9.100080916,0.109440874,0
bubbly_0118.jpg,0.318629372,240.4002192,0.215620058,0.958723968,9.163816907,0.046492546,0
bubbly_0119.jpg,0.079561033,656.2920664,0.009718812,0.868432636,17.67047697,9.49E-05,0
bubbly_0119.jpg,0.289229842,397.9172795,0.217152505,0.946488248,12.09588916,0.047155513,0
bubbly_0119.jpg,0.385247759,483.4390783,0.332483563,0.943371011,12.18275345,0.110546608,0
bubbly_0119.jpg,0.287726571,420.9155461,0.217153922,0.945391471,12.41816162,0.047156127,0
bubbly_0120.jpg,0.16184805,382.9421919,0.01424056,0.923867633,11.51242504,0.000204638,0
bubbly_0120.jpg,0.341992437,268.4747246,0.215707935,0.976764458,8.435851967,0.046530203,0
bubbly_0120.jpg,0.438839255,196.2346609,0.327219531,0.985252525,6.866617315,0.107073969,0
bubbly_0120.jpg,0.342107352,262.1670535,0.215735415,0.977708858,8.312560922,0.046542065,0
bubbly_0121.jpg,0.225775488,46.08583161,0.016331272,0.994255288,4.76481895,0.000269341,0
bubbly_0121.jpg,0.358580728,64.45591451,0.168967517,0.994096931,4.052676363,0.028550181,0
bubbly_0121.jpg,0.252719161,64.10030717,0.017894581,0.992149516,4.444367795,0.000324744,0
bubbly_0121.jpg,0.358471969,64.22182381,0.168971734,0.994113067,4.050811764,0.028551606,0
bubbly_0122.jpg,0.149312901,247.2663647,0.014418195,0.930336863,10.5148084,0.000208853,0
bubbly_0122.jpg,0.323784871,162.185737,0.193089199,0.984062862,7.233930602,0.037283666,0
bubbly_0122.jpg,0.345696569,268.9616788,0.248142139,0.977744397,8.963842133,0.061575955,0
bubbly_0122.jpg,0.316179534,171.4051544,0.193063713,0.983879569,7.5049919,0.037273821,0
bubbly_0123.jpg,0.412926225,68.32467183,0.039197857,0.992448553,4.322882608,0.001545908,0
bubbly_0123.jpg,0.489616401,85.05201985,0.169751128,0.994344799,3.56849163,0.028816028,0
